Date,AssetCode,AssetName,Market,Source,InvestorType,NetBuyVolume
2020-01-02,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,558612.0
2020-01-02,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-690924.0
2020-01-02,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-528398.0
2020-01-02,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2354766.0
2020-01-02,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-15903.0
2020-01-02,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,7510.0
2020-01-03,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-165735.0
2020-01-03,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-98745.0
2020-01-03,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,1120131.0
2020-01-03,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2228329.0
2020-01-03,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,35938.0
2020-01-03,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-12382.0
2020-01-06,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,124303.0
2020-01-06,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-75273.0
2020-01-06,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,777136.0
2020-01-06,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1199654.0
2020-01-06,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,67679.0
2020-01-06,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-35302.0
2020-01-07,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-360195.0
2020-01-07,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,105036.0
2020-01-07,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-34299.0
2020-01-07,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,51896.0
2020-01-07,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-11431.0
2020-01-07,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,670.0
2020-01-08,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,174871.0
2020-01-08,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,970897.0
2020-01-08,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,4259185.0
2020-01-08,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,73413.0
2020-01-08,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-14793.0
2020-01-08,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,103251.0
2020-01-09,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-480276.0
2020-01-09,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,210213.0
2020-01-09,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,3675893.0
2020-01-09,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2302970.0
2020-01-09,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,64733.0
2020-01-09,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,64185.0
2020-01-10,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,57768.0
2020-01-10,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-388253.0
2020-01-10,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,1627980.0
2020-01-10,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2954194.0
2020-01-10,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-11124.0
2020-01-10,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,115399.0
2020-01-13,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,211230.0
2020-01-13,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-121331.0
2020-01-13,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,1424667.0
2020-01-13,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1512823.0
2020-01-13,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-71120.0
2020-01-13,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,62896.0
2020-01-14,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,256200.0
2020-01-14,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-526950.0
2020-01-14,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,344588.0
2020-01-14,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1666086.0
2020-01-14,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,74666.0
2020-01-14,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,86636.0
2020-01-15,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-142312.0
2020-01-15,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-890950.0
2020-01-15,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-2974056.0
2020-01-15,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,244147.0
2020-01-15,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-96715.0
2020-01-15,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-7780.0
2020-01-16,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-296944.0
2020-01-16,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-52478.0
2020-01-16,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,1139412.0
2020-01-16,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-676031.0
2020-01-16,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,35750.0
2020-01-16,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,160654.0
2020-01-17,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,49998.0
2020-01-17,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-263370.0
2020-01-17,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,994837.0
2020-01-17,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1267549.0
2020-01-17,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-107301.0
2020-01-17,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,194935.0
2020-01-20,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,74864.0
2020-01-20,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,125059.0
2020-01-20,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-212757.0
2020-01-20,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,222082.0
2020-01-20,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-47171.0
2020-01-20,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,78267.0
2020-01-21,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,36369.0
2020-01-21,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-160842.0
2020-01-21,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-890484.0
2020-01-21,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1255045.0
2020-01-21,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,21853.0
2020-01-21,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,18871.0
2020-01-22,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-158368.0
2020-01-22,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,285513.0
2020-01-22,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,114546.0
2020-01-22,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1649008.0
2020-01-22,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-75879.0
2020-01-22,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-39732.0
2020-01-23,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-603918.0
2020-01-23,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-456554.0
2020-01-23,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-2223737.0
2020-01-23,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1906336.0
2020-01-23,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,70249.0
2020-01-23,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,171155.0
2020-01-28,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-464145.0
2020-01-28,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,355200.0
2020-01-28,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-5300754.0
2020-01-28,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1057597.0
2020-01-28,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-201896.0
2020-01-28,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,81547.0
2020-01-29,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,235049.0
2020-01-29,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-129687.0
2020-01-29,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,473721.0
2020-01-29,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2537821.0
2020-01-29,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-142747.0
2020-01-29,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,53884.0
2020-01-30,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-275220.0
2020-01-30,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-684703.0
2020-01-30,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-3646798.0
2020-01-30,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2262500.0
2020-01-30,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-3244.0
2020-01-30,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,39794.0
2020-01-31,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-229458.0
2020-01-31,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,455181.0
2020-01-31,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-3776715.0
2020-01-31,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1648681.0
2020-01-31,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,149974.0
2020-01-31,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-145775.0
2020-02-03,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-564992.0
2020-02-03,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,730423.0
2020-02-03,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-1609483.0
2020-02-03,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1076953.0
2020-02-03,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,5059.0
2020-02-03,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,1218.0
2020-02-04,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,237702.0
2020-02-04,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-261437.0
2020-02-04,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,3620548.0
2020-02-04,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-3797514.0
2020-02-04,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-64611.0
2020-02-04,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,73913.0
2020-02-05,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,299842.0
2020-02-05,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-311793.0
2020-02-05,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,4061460.0
2020-02-05,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-4459274.0
2020-02-05,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-56383.0
2020-02-05,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-1296.0
2020-02-06,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,658909.0
2020-02-06,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,194423.0
2020-02-06,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,769048.0
2020-02-06,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,2483655.0
2020-02-06,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,4914.0
2020-02-06,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,29830.0
2020-02-07,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,82991.0
2020-02-07,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-324306.0
2020-02-07,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,547286.0
2020-02-07,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2436611.0
2020-02-07,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-30025.0
2020-02-07,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,92294.0
2020-02-10,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-58051.0
2020-02-10,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-198137.0
2020-02-10,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-1682879.0
2020-02-10,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-263054.0
2020-02-10,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-73109.0
2020-02-10,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,125749.0
2020-02-11,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,67426.0
2020-02-11,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,264761.0
2020-02-11,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-1663830.0
2020-02-11,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1889247.0
2020-02-11,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-14847.0
2020-02-11,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-9894.0
2020-02-12,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-314880.0
2020-02-12,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,325011.0
2020-02-12,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-994857.0
2020-02-12,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1516828.0
2020-02-12,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,34526.0
2020-02-12,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-56501.0
2020-02-13,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,745279.0
2020-02-13,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,249667.0
2020-02-13,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,4219418.0
2020-02-13,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1916497.0
2020-02-13,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,143208.0
2020-02-13,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,103827.0
2020-02-14,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,300502.0
2020-02-14,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,85960.0
2020-02-14,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,1973817.0
2020-02-14,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,699682.0
2020-02-14,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-128886.0
2020-02-14,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,34156.0
2020-02-17,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-48716.0
2020-02-17,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,38734.0
2020-02-17,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-1180770.0
2020-02-17,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,471048.0
2020-02-17,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-4512.0
2020-02-17,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,65594.0
2020-02-18,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,75114.0
2020-02-18,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-460778.0
2020-02-18,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-3821426.0
2020-02-18,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2458387.0
2020-02-18,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-50092.0
2020-02-18,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,74220.0
2020-02-19,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,110262.0
2020-02-19,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-15195.0
2020-02-19,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-1901332.0
2020-02-19,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,697276.0
2020-02-19,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,22635.0
2020-02-19,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,20377.0
2020-02-20,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,723530.0
2020-02-20,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-489490.0
2020-02-20,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-197278.0
2020-02-20,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-389665.0
2020-02-20,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-1797.0
2020-02-20,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,363629.0
2020-02-21,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,649198.0
2020-02-21,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-649895.0
2020-02-21,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,793044.0
2020-02-21,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2388943.0
2020-02-21,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,8818.0
2020-02-21,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,7918.0
2020-02-24,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-60268.0
2020-02-24,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-284992.0
2020-02-24,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-8459218.0
2020-02-24,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,2612960.0
2020-02-24,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,40233.0
2020-02-24,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,27551.0
2020-02-25,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-2013427.0
2020-02-25,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,440742.0
2020-02-25,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-4857259.0
2020-02-25,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,1389642.0
2020-02-25,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,10880.0
2020-02-25,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,39158.0
2020-02-26,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-1437106.0
2020-02-26,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,192923.0
2020-02-26,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-7033545.0
2020-02-26,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,505796.0
2020-02-26,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-32611.0
2020-02-26,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,10379.0
2020-02-27,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-574584.0
2020-02-27,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,220538.0
2020-02-27,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-2952006.0
2020-02-27,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-110165.0
2020-02-27,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-54923.0
2020-02-27,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,17475.0
2020-02-28,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-1310374.0
2020-02-28,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,1072448.0
2020-02-28,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-5174455.0
2020-02-28,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,2825029.0
2020-02-28,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,67517.0
2020-02-28,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-45395.0
2020-03-02,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-734763.0
2020-03-02,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,1099614.0
2020-03-02,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-7020987.0
2020-03-02,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,2215716.0
2020-03-02,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,51933.0
2020-03-02,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,29818.0
2020-03-03,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-477576.0
2020-03-03,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-38406.0
2020-03-03,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-2478079.0
2020-03-03,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1698368.0
2020-03-03,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-80.0
2020-03-03,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-12035.0
2020-03-04,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-635721.0
2020-03-04,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,532763.0
2020-03-04,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,3073745.0
2020-03-04,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-1047440.0
2020-03-04,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,74388.0
2020-03-04,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-72423.0
2020-03-05,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-285752.0
2020-03-05,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,274625.0
2020-03-05,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-2204474.0
2020-03-05,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-851793.0
2020-03-05,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,8924.0
2020-03-05,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,28484.0
2020-03-06,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-616927.0
2020-03-06,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,190231.0
2020-03-06,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-2753904.0
2020-03-06,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-993225.0
2020-03-06,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-48572.0
2020-03-06,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,30708.0
2020-03-09,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-2227424.0
2020-03-09,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,432608.0
2020-03-09,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-9919813.0
2020-03-09,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-148308.0
2020-03-09,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-25637.0
2020-03-09,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,12808.0
2020-03-10,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-1064480.0
2020-03-10,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,842726.0
2020-03-10,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-6465264.0
2020-03-10,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,3891630.0
2020-03-10,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-11857.0
2020-03-10,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,57464.0
2020-03-11,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-470665.0
2020-03-11,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,-421956.0
2020-03-11,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-10295773.0
2020-03-11,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-2842894.0
2020-03-11,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-51406.0
2020-03-11,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,10553.0
2020-03-12,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-537634.0
2020-03-12,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,340416.0
2020-03-12,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-9109204.0
2020-03-12,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,3490945.0
2020-03-12,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-3537.0
2020-03-12,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,69.0
2020-03-13,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-909547.0
2020-03-13,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,976054.0
2020-03-13,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-11861153.0
2020-03-13,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,4036953.0
2020-03-13,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-42054.0
2020-03-13,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,24281.0
2020-03-16,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-623014.0
2020-03-16,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,80557.0
2020-03-16,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-4370601.0
2020-03-16,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,-3277723.0
2020-03-16,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-79797.0
2020-03-16,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,86164.0
2020-03-17,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-508912.0
2020-03-17,000660,SK Hynix,KR_STOCK,NaverFinance,Institution,171788.0
2020-03-17,005930,Samsung Electronics,KR_STOCK,NaverFinance,Foreign,-11443299.0
2020-03-17,005930,Samsung Electronics,KR_STOCK,NaverFinance,Institution,2488584.0
2020-03-17,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Foreign,-9259.0
2020-03-17,042700,Hanmi Semiconductor,KR_STOCK,NaverFinance,Institution,-40187.0
2020-03-18,000660,SK Hynix,KR_STOCK,NaverFinance,Foreign,-1364663.0
