Date,AssetCode,AssetName,Market,Source,Open,High,Low,Close,Volume,Value
2021-03-05,^IXIC,NASDAQ Composite,US_INDEX,yfinance,12860.0400390625,12941.2099609375,12397.0498046875,12920.150390625,7725200000,
2021-03-08,000660,SK Hynix,KR_STOCK,FinanceDataReader,143000.0,143000.0,135500.0,135500.0,5587787,
2021-03-08,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82900.0,83000.0,81600.0,82000.0,17641256,
2021-03-08,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,11250.0,11275.0,10750.0,10800.0,807038,
2021-03-08,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,925.19,931.14,904.62,904.77,3318912036,
2021-03-08,KRW=X,USD/KRW,FX,yfinance,1127.489990234375,1140.3199462890625,1126.199951171875,1127.489990234375,0,
2021-03-08,KS11,KOSPI,KR_INDEX,FinanceDataReader,3031.99,3055.65,2992.64,2996.11,1928301671,
2021-03-08,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,113.7699966430664,114.27999877929688,108.06999969482422,108.11000061035156,15614600,
2021-03-08,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,132.03334045410156,132.57000732421875,125.0199966430664,125.06999969482422,7349100,
2021-03-08,^GSPC,S&P 500,US_INDEX,yfinance,3844.389892578125,3881.06005859375,3819.25,3821.35009765625,5871710000,
2021-03-08,^IXIC,NASDAQ Composite,US_INDEX,yfinance,12904.259765625,13001.0,12599.23046875,12609.16015625,6010230000,
2021-03-09,000660,SK Hynix,KR_STOCK,FinanceDataReader,134000.0,137500.0,130500.0,136500.0,7822152,
2021-03-09,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81400.0,81900.0,80600.0,81400.0,25420764,
2021-03-09,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,10800.0,10875.0,10200.0,10400.0,1307646,
2021-03-09,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,904.04,904.04,877.73,896.36,3506189834,
2021-03-09,KRW=X,USD/KRW,FX,yfinance,1140.0999755859375,1143.4000244140625,1134.489990234375,1140.22998046875,0,
2021-03-09,KS11,KOSPI,KR_INDEX,FinanceDataReader,2989.96,3000.49,2929.36,2976.12,1534217947,
2021-03-09,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,112.1050033569336,115.26000213623047,111.6500015258789,114.51499938964844,14207200,
2021-03-09,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,129.60000610351562,133.73333740234375,129.21665954589844,132.83999633789062,4132800,
2021-03-09,^GSPC,S&P 500,US_INDEX,yfinance,3851.929931640625,3903.760009765625,3851.929931640625,3875.43994140625,5513560000,
2021-03-09,^IXIC,NASDAQ Composite,US_INDEX,yfinance,12923.0703125,13151.5400390625,12882.490234375,13073.8203125,6345560000,
2021-03-10,000660,SK Hynix,KR_STOCK,FinanceDataReader,140500.0,140500.0,132500.0,133000.0,5614476,
2021-03-10,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82400.0,82500.0,80700.0,80900.0,20038422,
2021-03-10,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,10725.0,10800.0,10100.0,10100.0,897486,
2021-03-10,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,900.19,911.04,890.07,890.07,2879346024,
2021-03-10,KRW=X,USD/KRW,FX,yfinance,1134.5,1143.719970703125,1134.3499755859375,1134.9100341796875,0,
2021-03-10,KS11,KOSPI,KR_INDEX,FinanceDataReader,2980.76,3013.95,2951.53,2958.12,905646664,
2021-03-10,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,116.2699966430664,116.2699966430664,112.1050033569336,112.19000244140625,12627400,
2021-03-10,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,135.1300048828125,135.17333984375,130.3333282470703,130.3333282470703,4082400,
2021-03-10,^GSPC,S&P 500,US_INDEX,yfinance,3891.989990234375,3917.35009765625,3885.72998046875,3898.81005859375,5847380000,
2021-03-10,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13234.73046875,13277.1103515625,13035.4404296875,13068.830078125,6023880000,
2021-03-11,000660,SK Hynix,KR_STOCK,FinanceDataReader,134500.0,139000.0,134000.0,137000.0,6707671,
2021-03-11,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81000.0,82500.0,81000.0,82000.0,23818297,
2021-03-11,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,10250.0,10975.0,10200.0,10975.0,1722158,
2021-03-11,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,890.97,908.01,890.97,908.01,2424907434,
2021-03-11,KRW=X,USD/KRW,FX,yfinance,1135.969970703125,1140.47998046875,1128.5,1136.010009765625,0,
2021-03-11,KS11,KOSPI,KR_INDEX,FinanceDataReader,2964.3,3028.37,2964.3,3013.7,1349204346,
2021-03-11,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,115.62999725341797,117.46499633789062,115.03500366210938,116.90499877929688,8957400,
2021-03-11,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,134.2100067138672,136.5933380126953,133.50332641601562,135.82000732421875,3689400,
2021-03-11,^GSPC,S&P 500,US_INDEX,yfinance,3915.5400390625,3960.27001953125,3915.5400390625,3939.340087890625,5312880000,
2021-03-11,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13273.3095703125,13433.6201171875,13246.330078125,13398.669921875,6008850000,
2021-03-12,000660,SK Hynix,KR_STOCK,FinanceDataReader,140500.0,142500.0,139500.0,140000.0,4548695,
2021-03-12,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,83100.0,83500.0,82400.0,82800.0,13530573,
2021-03-12,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,11500.0,11700.0,11050.0,11350.0,2174328,
2021-03-12,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,910.41,925.9,910.41,925.49,2856192772,
2021-03-12,KRW=X,USD/KRW,FX,yfinance,1129.550048828125,1138.5400390625,1127.3499755859375,1129.6400146484375,0,
2021-03-12,KS11,KOSPI,KR_INDEX,FinanceDataReader,3030.73,3061.43,3030.73,3054.39,1669085134,
2021-03-12,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,114.75,115.69999694824219,113.875,115.44499969482422,7449200,
2021-03-12,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,133.3333282470703,134.63333129882812,132.3733367919922,134.3866729736328,3153600,
2021-03-12,^GSPC,S&P 500,US_INDEX,yfinance,3924.52001953125,3944.989990234375,3915.2099609375,3943.340087890625,4476280000,
2021-03-12,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13222.8095703125,13324.6904296875,13158.7197265625,13319.8603515625,5497210000,
2021-03-15,000660,SK Hynix,KR_STOCK,FinanceDataReader,141500.0,142000.0,136000.0,136500.0,4289990,
2021-03-15,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82800.0,82900.0,81800.0,81800.0,13735798,
2021-03-15,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,11475.0,11950.0,11350.0,11850.0,2106070,
2021-03-15,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,926.04,929.69,921.71,926.9,2341585237,
2021-03-15,KRW=X,USD/KRW,FX,yfinance,1134.5,1138.0799560546875,1130.050048828125,1134.5,0,
2021-03-15,KS11,KOSPI,KR_INDEX,FinanceDataReader,3057.06,3065.17,3036.14,3045.71,1161784415,
2021-03-15,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,116.11000061035156,117.93499755859375,115.16500091552734,117.93499755859375,6869200,
2021-03-15,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,135.10667419433594,137.4066619873047,134.1266632080078,137.22000122070312,3894900,
2021-03-15,^GSPC,S&P 500,US_INDEX,yfinance,3942.9599609375,3970.080078125,3923.5400390625,3968.93994140625,4900100000,
2021-03-15,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13323.4697265625,13460.349609375,13272.5,13459.7099609375,5972370000,
2021-03-16,000660,SK Hynix,KR_STOCK,FinanceDataReader,138500.0,140500.0,138000.0,140500.0,3304561,
2021-03-16,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82200.0,83000.0,82100.0,82800.0,12293537,
2021-03-16,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12049.0,12200.0,11575.0,11675.0,1589824,
2021-03-16,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,928.17,941.0,928.17,940.65,3365161890,
2021-03-16,KRW=X,USD/KRW,FX,yfinance,1131.530029296875,1135.3599853515625,1127.050048828125,1131.3900146484375,0,
2021-03-16,KS11,KOSPI,KR_INDEX,FinanceDataReader,3049.23,3071.54,3049.23,3067.17,1123921806,
2021-03-16,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,119.11499786376953,120.91000366210938,118.3550033569336,119.2249984741211,9247200,
2021-03-16,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,138.8433380126953,141.1999969482422,138.18333435058594,138.9933319091797,6785100,
2021-03-16,^GSPC,S&P 500,US_INDEX,yfinance,3973.590087890625,3981.0400390625,3953.43994140625,3962.7099609375,4613080000,
2021-03-16,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13523.169921875,13620.7099609375,13397.080078125,13471.5703125,5493890000,
2021-03-17,000660,SK Hynix,KR_STOCK,FinanceDataReader,141000.0,141000.0,138500.0,140000.0,2588319,
2021-03-17,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82800.0,82900.0,82000.0,82300.0,11625146,
2021-03-17,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,11700.0,11875.0,11574.0,11825.0,1041206,
2021-03-17,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,941.2,943.78,935.11,943.78,2756482451,
2021-03-17,KRW=X,USD/KRW,FX,yfinance,1129.47998046875,1133.8399658203125,1126.25,1129.8399658203125,0,
2021-03-17,KS11,KOSPI,KR_INDEX,FinanceDataReader,3067.76,3069.57,3027.2,3047.5,814990951,
2021-03-17,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,117.3550033569336,121.29000091552734,116.51499938964844,120.34500122070312,10292400,
2021-03-17,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,137.07333374023438,141.84666442871094,136.03334045410156,140.7433319091797,5773800,
2021-03-17,^GSPC,S&P 500,US_INDEX,yfinance,3949.570068359375,3983.8701171875,3935.739990234375,3974.1201171875,4561660000,
2021-03-17,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13336.91015625,13595.0,13272.6904296875,13525.2001953125,5536110000,
2021-03-18,000660,SK Hynix,KR_STOCK,FinanceDataReader,142500.0,145000.0,141000.0,142000.0,4426840,
2021-03-18,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82800.0,83800.0,82600.0,82900.0,18585244,
2021-03-18,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,11950.0,12500.0,11925.0,12350.0,2216882,
2021-03-18,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,945.11,953.1,945.11,949.83,2062909604,
2021-03-18,KRW=X,USD/KRW,FX,yfinance,1121.030029296875,1128.1600341796875,1119.5999755859375,1121.1300048828125,0,
2021-03-18,KS11,KOSPI,KR_INDEX,FinanceDataReader,3054.93,3090.19,3054.93,3066.01,1232596191,
2021-03-18,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,118.5999984741211,118.77999877929688,115.41500091552734,115.5250015258789,8934200,
2021-03-18,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,138.7866668701172,139.05999755859375,134.76333618164062,134.9199981689453,6042900,
2021-03-18,^GSPC,S&P 500,US_INDEX,yfinance,3953.5,3969.6201171875,3910.860107421875,3915.4599609375,5118590000,
2021-03-18,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13349.2001953125,13384.4599609375,13101.919921875,13116.169921875,5739720000,
2021-03-19,000660,SK Hynix,KR_STOCK,FinanceDataReader,138000.0,139500.0,137000.0,138000.0,4015627,
2021-03-19,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82100.0,82500.0,81800.0,81900.0,15869700,
2021-03-19,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12075.0,13200.0,11950.0,12750.0,4308046,
2021-03-19,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,946.61,953.06,935.27,952.11,1664272944,
2021-03-19,KRW=X,USD/KRW,FX,yfinance,1127.050048828125,1134.3800048828125,1126.6700439453125,1126.1099853515625,0,
2021-03-19,KS11,KOSPI,KR_INDEX,FinanceDataReader,3063.01,3063.01,3022.49,3039.53,1068468282,
2021-03-19,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,115.69499969482422,117.86000061035156,114.4000015258789,116.83999633789062,14151200,
2021-03-19,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,135.19000244140625,137.7933349609375,133.46665954589844,136.586669921875,6614100,
2021-03-19,^GSPC,S&P 500,US_INDEX,yfinance,3913.139892578125,3930.1201171875,3886.75,3913.10009765625,7757420000,
2021-03-19,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13119.900390625,13252.3701171875,13039.4501953125,13215.240234375,7630590000,
2021-03-22,000660,SK Hynix,KR_STOCK,FinanceDataReader,138500.0,140000.0,137000.0,138000.0,2727719,
2021-03-22,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82000.0,82300.0,81700.0,82000.0,12670506,
2021-03-22,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12825.0,13250.0,12575.0,13075.0,2044278,
2021-03-22,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,953.04,957.52,948.77,955.38,1777228197,
2021-03-22,KRW=X,USD/KRW,FX,yfinance,1127.47998046875,1133.5899658203125,1125.199951171875,1127.47998046875,0,
2021-03-22,KS11,KOSPI,KR_INDEX,FinanceDataReader,3040.01,3048.11,3019.6,3035.46,915739433,
2021-03-22,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,118.41500091552734,120.91000366210938,118.07499694824219,119.625,9827400,
2021-03-22,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,138.26333618164062,141.11000061035156,137.74000549316406,139.47666931152344,3130200,
2021-03-22,^GSPC,S&P 500,US_INDEX,yfinance,3916.47998046875,3955.31005859375,3914.159912109375,3940.590087890625,4316260000,
2021-03-22,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13278.7802734375,13455.6396484375,13278.7802734375,13377.5400390625,5321760000,
2021-03-23,000660,SK Hynix,KR_STOCK,FinanceDataReader,139000.0,139500.0,134000.0,135000.0,3839090,
2021-03-23,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82600.0,82900.0,81800.0,81800.0,13299907,
2021-03-23,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,13225.0,13375.0,12475.0,12525.0,1846446,
2021-03-23,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,956.1,962.65,945.97,946.31,2041533917,
2021-03-23,KRW=X,USD/KRW,FX,yfinance,1125.219970703125,1130.800048828125,1124.8499755859375,1125.1199951171875,0,
2021-03-23,KS11,KOSPI,KR_INDEX,FinanceDataReader,3038.25,3058.79,3003.05,3004.74,1331209584,
2021-03-23,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,119.76499938964844,119.76499938964844,116.11000061035156,116.62999725341797,9038600,
2021-03-23,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,140.01666259765625,140.26333618164062,135.18333435058594,135.80999755859375,5638800,
2021-03-23,^GSPC,S&P 500,US_INDEX,yfinance,3937.60009765625,3949.1298828125,3901.570068359375,3910.52001953125,4669010000,
2021-03-23,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13381.4296875,13405.150390625,13202.4296875,13227.7001953125,5675010000,
2021-03-24,000660,SK Hynix,KR_STOCK,FinanceDataReader,133000.0,134500.0,131500.0,133500.0,3894080,
2021-03-24,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81000.0,81600.0,80700.0,81000.0,17926638,
2021-03-24,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12350.0,12925.0,12125.0,12400.0,1887860,
2021-03-24,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,946.23,954.2,939.19,953.82,1729386492,
2021-03-24,KRW=X,USD/KRW,FX,yfinance,1132.050048828125,1134.97998046875,1129.2099609375,1133.199951171875,0,
2021-03-24,KS11,KOSPI,KR_INDEX,FinanceDataReader,2996.32,3006.54,2971.04,2996.35,978431301,
2021-03-24,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,118.41999816894531,118.66000366210938,114.56999969482422,114.62999725341797,8925000,
2021-03-24,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,138.07000732421875,138.6300048828125,133.88333129882812,133.94667053222656,6608100,
2021-03-24,^GSPC,S&P 500,US_INDEX,yfinance,3919.929931640625,3942.080078125,3889.070068359375,3889.139892578125,4783020000,
2021-03-24,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13289.240234375,13292.919921875,12961.349609375,12961.8896484375,6248650000,
2021-03-25,000660,SK Hynix,KR_STOCK,FinanceDataReader,133000.0,134500.0,130500.0,133000.0,4157799,
2021-03-25,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81000.0,82100.0,80800.0,81200.0,14758826,
2021-03-25,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12400.0,12500.0,12050.0,12150.0,897932,
2021-03-25,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,953.26,955.24,948.34,954.99,1751078877,
2021-03-25,KRW=X,USD/KRW,FX,yfinance,1135.030029296875,1137.4100341796875,1131.5,1134.47998046875,0,
2021-03-25,KS11,KOSPI,KR_INDEX,FinanceDataReader,2995.67,3024.63,2987.83,3008.33,940353597,
2021-03-25,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,113.11000061035156,115.41000366210938,112.20500183105469,115.05000305175781,13527800,
2021-03-25,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,131.6300048828125,134.48666381835938,130.27333068847656,133.836669921875,5580000,
2021-03-25,^GSPC,S&P 500,US_INDEX,yfinance,3879.340087890625,3919.5400390625,3853.5,3909.52001953125,4948340000,
2021-03-25,^IXIC,NASDAQ Composite,US_INDEX,yfinance,12844.580078125,13021.8603515625,12786.8095703125,12977.6796875,5634290000,
2021-03-26,000660,SK Hynix,KR_STOCK,FinanceDataReader,134000.0,135000.0,132000.0,135000.0,3835443,
2021-03-26,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81400.0,81600.0,81000.0,81500.0,12845778,
2021-03-26,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12274.0,12350.0,11850.0,12050.0,1044304,
2021-03-26,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,955.68,959.46,951.13,956.7,2125124532,
2021-03-26,KRW=X,USD/KRW,FX,yfinance,1133.5799560546875,1134.2099609375,1127.7900390625,1134.2099609375,0,
2021-03-26,KS11,KOSPI,KR_INDEX,FinanceDataReader,3012.79,3041.86,3012.79,3041.01,1036383014,
2021-03-26,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,115.38500213623047,120.8499984741211,115.07499694824219,120.81999969482422,15262400,
2021-03-26,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,133.94000244140625,140.6999969482422,133.85000610351562,140.44332885742188,6493800,
2021-03-26,^GSPC,S&P 500,US_INDEX,yfinance,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,5483160000,
2021-03-26,^IXIC,NASDAQ Composite,US_INDEX,yfinance,12996.0302734375,13149.5498046875,12878.7197265625,13138.73046875,5224360000,
2021-03-29,000660,SK Hynix,KR_STOCK,FinanceDataReader,135500.0,135500.0,131500.0,132000.0,3575226,
2021-03-29,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81700.0,81700.0,81000.0,81600.0,14952134,
2021-03-29,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12100.0,12249.0,11925.0,12100.0,808034,
2021-03-29,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,956.88,961.73,952.22,954.1,2388776081,
2021-03-29,KRW=X,USD/KRW,FX,yfinance,1127.97998046875,1135.3800048828125,1127.97998046875,1127.9599609375,0,
2021-03-29,KS11,KOSPI,KR_INDEX,FinanceDataReader,3047.71,3054.21,3025.39,3036.04,1288846446,
2021-03-29,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,119.68499755859375,119.94999694824219,117.45500183105469,118.88500213623047,12544200,
2021-03-29,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,139.1300048828125,139.663330078125,136.63333129882812,138.2899932861328,6540600,
2021-03-29,^GSPC,S&P 500,US_INDEX,yfinance,3969.31005859375,3981.830078125,3943.25,3971.090087890625,4628180000,
2021-03-29,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13103.9697265625,13143.41015625,12968.16015625,13059.650390625,4965090000,
2021-03-30,000660,SK Hynix,KR_STOCK,FinanceDataReader,133000.0,135500.0,132000.0,134500.0,3304184,
2021-03-30,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,81600.0,82300.0,81300.0,82200.0,13121698,
2021-03-30,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12125.0,12425.0,12000.0,12225.0,639814,
2021-03-30,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,954.54,959.88,954.54,958.06,2027304695,
2021-03-30,KRW=X,USD/KRW,FX,yfinance,1131.0899658203125,1135.0,1131.010009765625,1131.6500244140625,0,
2021-03-30,KS11,KOSPI,KR_INDEX,FinanceDataReader,3038.44,3074.57,3038.44,3070.0,1023074579,
2021-03-30,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,118.33000183105469,118.8550033569336,117.26499938964844,118.375,6675800,
2021-03-30,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,137.1999969482422,138.25,136.3300018310547,137.9600067138672,4263600,
2021-03-30,^GSPC,S&P 500,US_INDEX,yfinance,3963.340087890625,3968.010009765625,3944.35009765625,3958.550048828125,4121510000,
2021-03-30,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13008.7998046875,13075.75,12922.5703125,13045.3896484375,4721950000,
2021-03-31,000660,SK Hynix,KR_STOCK,FinanceDataReader,134500.0,135000.0,132000.0,132500.0,3309680,
2021-03-31,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82400.0,82700.0,81400.0,81400.0,17240518,
2021-03-31,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12324.0,12375.0,12000.0,12200.0,568158,
2021-03-31,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,958.38,961.02,954.17,956.17,1854442291,
2021-03-31,KRW=X,USD/KRW,FX,yfinance,1132.3699951171875,1133.68994140625,1125.0400390625,1132.3199462890625,0,
2021-03-31,KS11,KOSPI,KR_INDEX,FinanceDataReader,3073.39,3093.89,3061.4,3061.42,1146989209,
2021-03-31,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,119.38500213623047,122.44000244140625,119.38500213623047,121.7750015258789,10132200,
2021-03-31,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,139.26333618164062,142.39999389648438,138.99000549316406,141.3300018310547,5968200,
2021-03-31,^GSPC,S&P 500,US_INDEX,yfinance,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,4578050000,
2021-03-31,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13122.5703125,13325.5400390625,13118.3798828125,13246.8701171875,5004720000,
2021-04-01,000660,SK Hynix,KR_STOCK,FinanceDataReader,138000.0,140500.0,136500.0,140500.0,5833436,
2021-04-01,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,82500.0,83000.0,82000.0,82900.0,18676461,
2021-04-01,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,12300.0,13250.0,12250.0,13025.0,3562420,
2021-04-01,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,956.87,965.81,954.93,965.78,2007569734,
2021-04-01,KRW=X,USD/KRW,FX,yfinance,1126.9100341796875,1132.8699951171875,1125.02001953125,1127.199951171875,0,
2021-04-01,KS11,KOSPI,KR_INDEX,FinanceDataReader,3073.77,3090.88,3069.68,3087.4,922680368,
2021-04-01,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,124.0199966430664,126.4749984741211,124.01499938964844,126.47000122070312,11310200,
2021-04-01,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,143.7899932861328,146.61000061035156,143.73666381835938,146.52667236328125,7380000,
2021-04-01,^GSPC,S&P 500,US_INDEX,yfinance,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4162130000,
2021-04-01,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,4576480000,
2021-04-02,000660,SK Hynix,KR_STOCK,FinanceDataReader,142000.0,143000.0,140000.0,141000.0,3432245,
2021-04-02,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,84000.0,85200.0,83900.0,84800.0,22997538,
2021-04-02,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,13250.0,13775.0,13175.0,13250.0,3196736,
2021-04-02,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,967.56,971.17,966.34,970.09,2331145002,
2021-04-02,KRW=X,USD/KRW,FX,yfinance,1127.8299560546875,1128.47998046875,1125.7900390625,1128.06005859375,0,
2021-04-02,KS11,KOSPI,KR_INDEX,FinanceDataReader,3104.72,3121.58,3101.6,3112.8,792704597,
2021-04-05,000660,SK Hynix,KR_STOCK,FinanceDataReader,142000.0,144500.0,141000.0,143000.0,2616440,
2021-04-05,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,85800.0,86000.0,84800.0,85400.0,16255990,
2021-04-05,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,13700.0,15225.0,13500.0,14800.0,11602766,
2021-04-05,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,971.04,973.57,966.52,969.77,1927322026,
2021-04-05,KRW=X,USD/KRW,FX,yfinance,1128.6500244140625,1129.219970703125,1121.8900146484375,1128.7900390625,0,
2021-04-05,KS11,KOSPI,KR_INDEX,FinanceDataReader,3121.23,3127.2,3101.86,3120.83,1084791620,
2021-04-05,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,128.52499389648438,128.77000427246094,126.69000244140625,128.5749969482422,9784600,
2021-04-05,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,148.93666076660156,149.9199981689453,147.15333557128906,149.48333740234375,6504000,
2021-04-05,^GSPC,S&P 500,US_INDEX,yfinance,4034.43994140625,4083.419921875,4034.43994140625,4077.909912109375,4005030000,
2021-04-05,^IXIC,NASDAQ Composite,US_INDEX,yfinance,13594.900390625,13720.580078125,13582.759765625,13705.58984375,4459000000,
2021-04-06,000660,SK Hynix,KR_STOCK,FinanceDataReader,147000.0,147000.0,141500.0,143000.0,3753217,
2021-04-06,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,86200.0,86200.0,85100.0,86000.0,19042023,
2021-04-06,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,15175.0,16000.0,15175.0,15350.0,6421120,
2021-04-06,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,971.11,974.14,964.62,968.63,2413259358,
2021-04-06,KRW=X,USD/KRW,FX,yfinance,1124.4000244140625,1125.06005859375,1116.0699462890625,1124.1099853515625,0,
2021-04-06,KS11,KOSPI,KR_INDEX,FinanceDataReader,3123.8,3139.29,3110.19,3127.08,1279017405,
2021-04-06,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,127.7249984741211,128.2449951171875,125.58000183105469,126.81500244140625,11805000,
2021-04-06,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,148.60333251953125,149.52000427246094,146.3433380126953,147.81333923339844,5913000,
