Date,AssetCode,AssetName,Market,Source,Open,High,Low,Close,Volume,Value
2020-01-03,^GSPC,S&P 500,US_INDEX,yfinance,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3484700000,
2020-01-03,^IXIC,NASDAQ Composite,US_INDEX,yfinance,8976.4296875,9065.759765625,8976.4296875,9020.76953125,2586520000,
2020-01-06,000660,SK Hynix,KR_STOCK,FinanceDataReader,93000.0,95300.0,92800.0,94300.0,2577573,
2020-01-06,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,54900.0,55600.0,54600.0,55500.0,10278951,
2020-01-06,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,3895.0,3970.0,3865.0,3920.0,396028,
2020-01-06,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,660.08,663.1,653.61,655.31,884278619,
2020-01-06,KRW=X,USD/KRW,FX,yfinance,1167.4000244140625,1172.489990234375,1165.6400146484375,1165.8499755859375,0,
2020-01-06,KS11,KOSPI,KR_INDEX,FinanceDataReader,2154.97,2164.42,2149.95,2155.07,592670719,
2020-01-06,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,70.25499725341797,70.56500244140625,69.88500213623047,70.3949966430664,6514000,
2020-01-06,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,82.78333282470703,83.2300033569336,82.41999816894531,82.96333312988281,1615200,
2020-01-06,^GSPC,S&P 500,US_INDEX,yfinance,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3702460000,
2020-01-06,^IXIC,NASDAQ Composite,US_INDEX,yfinance,8943.5,9072.41015625,8943.5,9071.4697265625,2810450000,
2020-01-07,000660,SK Hynix,KR_STOCK,FinanceDataReader,94500.0,95400.0,94000.0,94000.0,2489429,
2020-01-07,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,55700.0,56400.0,55600.0,55800.0,10009778,
2020-01-07,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,3955.0,3975.0,3885.0,3925.0,266992,
2020-01-07,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,660.87,664.21,659.18,663.44,970306788,
2020-01-07,KRW=X,USD/KRW,FX,yfinance,1166.52001953125,1168.010009765625,1161.949951171875,1167.4200439453125,0,
2020-01-07,KS11,KOSPI,KR_INDEX,FinanceDataReader,2166.6,2181.62,2164.27,2175.54,568235609,
2020-01-07,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,71.12000274658203,71.82499694824219,70.69999694824219,71.56999969482422,6526000,
2020-01-07,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,83.99666595458984,84.82333374023438,83.5,84.48999786376953,1146600,
2020-01-07,^GSPC,S&P 500,US_INDEX,yfinance,3241.860107421875,3244.909912109375,3232.429931640625,3237.179931640625,3435910000,
2020-01-07,^IXIC,NASDAQ Composite,US_INDEX,yfinance,9076.6396484375,9091.9296875,9042.5498046875,9068.580078125,2381740000,
2020-01-08,000660,SK Hynix,KR_STOCK,FinanceDataReader,96400.0,99500.0,95200.0,97400.0,7014748,
2020-01-08,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,56200.0,57400.0,55900.0,56800.0,23501171,
2020-01-08,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,3945.0,4015.0,3750.0,3925.0,890948,
2020-01-08,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,657.24,658.14,637.43,640.94,1379708008,
2020-01-08,KRW=X,USD/KRW,FX,yfinance,1166.530029296875,1178.8399658203125,1162.4000244140625,1166.4599609375,0,
2020-01-08,KS11,KOSPI,KR_INDEX,FinanceDataReader,2156.27,2162.32,2137.72,2151.31,913830628,
2020-01-08,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,71.56500244140625,72.05500030517578,71.26000213623047,71.69000244140625,6112800,
2020-01-08,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,84.65666961669922,84.98332977294922,84.05332946777344,84.413330078125,1297800,
2020-01-08,^GSPC,S&P 500,US_INDEX,yfinance,3238.590087890625,3267.070068359375,3236.669921875,3253.050048828125,3726840000,
2020-01-08,^IXIC,NASDAQ Composite,US_INDEX,yfinance,9068.0302734375,9168.8896484375,9059.3798828125,9129.240234375,2472620000,
2020-01-09,000660,SK Hynix,KR_STOCK,FinanceDataReader,98900.0,99000.0,97400.0,99000.0,3586413,
2020-01-09,005930,Samsung Electronics,KR_STOCK,FinanceDataReader,58400.0,58600.0,57400.0,58600.0,24102579,
2020-01-09,042700,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,4085.0,4205.0,4025.0,4175.0,1232534,
2020-01-09,KQ11,KOSDAQ,KR_INDEX,FinanceDataReader,657.01,666.09,656.25,666.09,980618698,
2020-01-09,KRW=X,USD/KRW,FX,yfinance,1161.3399658203125,1162.5899658203125,1156.510009765625,1161.260009765625,0,
2020-01-09,KS11,KOSPI,KR_INDEX,FinanceDataReader,2182.2,2186.45,2172.16,2186.45,592603655,
2020-01-09,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,72.6050033569336,72.6050033569336,71.41999816894531,72.0999984741211,6403600,
2020-01-09,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,85.586669921875,85.586669921875,84.14666748046875,84.94667053222656,639600,
2020-01-09,^GSPC,S&P 500,US_INDEX,yfinance,3266.030029296875,3275.580078125,3263.669921875,3274.699951171875,3641230000,
